game,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating,players_right_now
Garden Simulator,2022-09-08,269,167,21,188,80.82,10
Witchy Life Story,2022-09-30,270,311,46,357,80.79,14
Armored Lab Force VULVEHICLES,2022-08-25,10,23,0,23,80.79,1
AV-Racer,2022-05-20,3,23,0,23,80.79,0
Sokolor,2022-06-17,4,23,0,23,80.79,0
Pitstop in Purgatory,2022-10-14,4,23,0,23,80.79,0
Super Choppy Orc,2022-11-16,12,23,0,23,80.79,1
SIC-1,2022-12-02,10,23,0,23,80.79,1
Freedom Drive,2022-10-28,3,23,0,23,80.79,0
Sapiens,2022-07-26,1826,1180,213,1393,80.78,78
FPS Game: Dev Test,2022-02-26,353,917,161,1078,80.78,18
PAC-MAN MUSEUM+,2022-05-26,93,231,32,263,80.77,5
Between Two Worlds,2022-08-12,135,148,18,166,80.77,11
Buggos,2022-03-17,257,425,67,492,80.76,54
Ghostlore,2022-04-14,108,172,22,194,80.76,10
I See Red,2022-10-24,13,56,4,60,80.76,0
Grocket,2022-09-09,103,56,4,60,80.76,0
Movie Quest,2022-12-17,29,56,4,60,80.76,0
Rule No. 2,2022-08-26,6,56,4,60,80.76,0
SCP: Labrat,2022-12-25,567,1936,367,2303,80.75,80
Wavetale,2022-12-12,57,123,14,137,80.75,1
F-Rank hero story,2022-01-05,4,63,5,68,80.73,0
Richman: Classic,2022-07-28,95,63,5,68,80.73,1
EON Fighter,2022-11-22,28,63,5,68,80.73,3
HeatStroke,2022-12-16,17,70,6,76,80.72,0
Midnight Legends,2022-01-06,9,32,1,33,80.72,0
Big Earth,2022-06-23,4,32,1,33,80.72,0
subROV,2022-12-02,7,32,1,33,80.72,0
Trapper: Drug Dealing RPG,2022-04-28,10,32,1,33,80.72,0
Vespa's Test,2022-08-03,6,32,1,33,80.72,0
Mushroom Card RPG,2022-10-04,25,32,1,33,80.72,2
E.E.R.I.E2,2022-11-05,34,224,31,255,80.71,4
Ballex²: The Hanging Gardens,2022-07-15,27,48,3,51,80.69,0
The Immaculate Drag,2022-01-17,3,48,3,51,80.69,0
Deflector: Specimen One,2022-03-31,28,48,3,51,80.69,0
Revita,2022-04-21,2112,1364,252,1616,80.68,104
Pocket League Story,2022-08-08,243,90,9,99,80.68,5
Warriors of the Nile 2,2022-08-24,2199,684,117,801,80.67,74
Panic Porcupine,2022-10-27,7,40,2,42,80.66,0
烛光迷局 Candlelight,2022-05-13,10,40,2,42,80.66,0
Phobies,2022-03-08,197,537,89,626,80.64,57
Tame It!,2022-03-18,284,367,57,424,80.64,5
Anglerfish,2022-11-10,24,152,19,171,80.63,4
Coin Flipper,2022-10-03,256,96,10,106,80.63,25
This Means Warp,2022-03-17,253,239,34,273,80.62,10
A Memoir Blue,2022-03-24,22,222,31,253,80.62,0
Witch Schools: Love Potions,2022-09-19,9,55,4,59,80.62,0
Boba Simulator,2022-12-01,31,69,6,75,80.6,10
Bound By Blades,2022-11-15,25,62,5,67,80.59,0
Grisaia Phantom Trigger Vol.8,2022-02-25,121,62,5,67,80.59,1
Emi - New Beginning,2022-11-08,22,62,5,67,80.59,1
米可可大冒險,2022-11-08,111,127,15,142,80.58,3
Vestige,2022-01-22,38,89,9,98,80.58,0
Mad Streets,2022-03-15,59,157,20,177,80.57,2
Touhou Ibunseki - Ayaria Dawn: ReCreation,2022-04-01,486,1231,228,1459,80.54,2
PlayForm: Human Dynamics,2022-07-27,23,82,8,90,80.54,2
IZBOT 2,2022-03-10,4,22,0,22,80.54,0
Project Absentia,2022-07-29,6,22,0,22,80.54,0
Unknown Number: A First Person Talker,2022-09-21,6,22,0,22,80.54,0
Super Nano Blaster,2022-05-03,5,22,0,22,80.54,0
Invisible Places - Pixel Art Jigsaw Puzzle,2022-01-24,2,22,0,22,80.54,0
Riley & Rochelle,2022-10-18,6,22,0,22,80.54,0
Rotund Zero,2022-04-21,4,22,0,22,80.54,0
Tales of Autumn,2022-04-30,4,22,0,22,80.54,0
Duks,2022-07-02,5,22,0,22,80.54,0
Invercity,2022-11-09,24,22,0,22,80.54,0
幻覚,2022-07-30,33,22,0,22,80.54,0
EXECUTE DADDY,2022-11-30,4,22,0,22,80.54,0
ALIEN XENOBLASTER,2022-08-23,6,22,0,22,80.54,0
Stereo Boy,2022-08-09,5,22,0,22,80.54,0
Temple of Horror,2022-10-26,6,22,0,22,80.54,0
Seaberry Keep,2022-11-11,2,22,0,22,80.54,0
Saint Kotar: The Crawling Man,2022-12-02,3,22,0,22,80.54,0
Seaberry Holiday,2022-12-07,4,22,0,22,80.54,0
Catizens,2022-08-17,93,180,24,204,80.53,4
Zorbus,2022-09-14,68,114,13,127,80.53,3
Mosaic Chronicles,2022-09-29,11,47,3,50,80.53,0
Frail Hearts: Versicorae Domlion,2022-08-16,15,47,3,50,80.53,1
Operation STEEL,2022-01-27,10,47,3,50,80.53,0
Mind Diver,2022-06-22,7,47,3,50,80.53,0
Scurvy Dogs,2022-11-01,24,47,3,50,80.53,0
Bunny Girl Story,2022-04-22,11,120,14,134,80.52,0
SKULL CHAINZ,2022-10-31,10,31,1,32,80.51,1
I Am a Rock,2022-02-18,3,31,1,32,80.51,0
PAIN,2022-06-17,9,31,1,32,80.51,0
η κλοπή του ΚΡΑΣΙΟΥ,2022-01-21,3,31,1,32,80.51,0
Rally: Endless Conquest,2022-08-19,38,31,1,32,80.51,0
Traumada,2022-08-12,4,31,1,32,80.51,0
学園スイーツ発見 ～双目（ざらめ）のドーナツ編～,2022-05-10,4,31,1,32,80.51,0
Adventures of Quin85,2022-07-29,72,31,1,32,80.51,0
Valkyrie of Phantasm,2022-10-22,277,373,59,432,80.5,0
The Shadow Government Simulator: Prologue,2022-09-07,109,138,17,155,80.5,0
B.I.O.T.A.,2022-04-12,51,132,16,148,80.5,0
Kamifuda,2022-09-13,23,75,7,82,80.5,1
尘埃见闻录,2022-01-11,21,88,9,97,80.48,0
Commando Hero,2022-12-16,20,39,2,41,80.48,0
Elven Assassin,2022-09-14,426,519,87,606,80.47,119
Overhaul,2022-10-14,22,68,6,74,80.47,0
Desktop Jumpscares,2022-07-31,11,68,6,74,80.47,0
Land of Screens,2022-02-04,6,54,4,58,80.47,0
Noun Town,2022-12-15,17,61,5,66,80.46,0
Morendo,2022-11-21,6,119,14,133,80.44,0
Foxhole,2022-09-28,11791,24649,5462,30111,80.43,"2,330"
Catch Me If You Can,2022-10-28,46,81,8,89,80.43,14
The Kids We Were,2022-01-13,43,81,8,89,80.43,0
MILF HUNTER,2022-04-01,11,81,8,89,80.43,0
Gloomgrave,2022-07-11,33,100,11,111,80.4,0
枝江第一舞斗会,2022-07-25,65,189,26,215,80.39,0
Hellfire Tactics,2022-11-10,121,142,18,160,80.36,0
Kolhii ChampionsAU,2022-08-25,37,46,3,49,80.36,0
Eira,2022-08-04,24,46,3,49,80.36,0
Yars: Recharged,2022-08-23,11,46,3,49,80.36,1
人类动物园 Human Zoo,2022-10-27,9,46,3,49,80.36,0
Chivalry 2,2022-06-12,16959,19926,4416,24342,80.34,"1,811"
花园魔三国 蜀汉篇 -The Sacrificial Girl of the Fantasy 3 Kingdoms- SHU,2022-02-25,144,171,23,194,80.34,1
Like No Other: The Legend Of The Twin Books,2022-08-25,8,60,5,65,80.32,0
Photogenic Minds : Identity,2022-09-29,53,60,5,65,80.32,9
Renai Royale,2022-09-30,133,60,5,65,80.32,2
Stillwater,2022-09-07,5,53,4,57,80.32,0
BBQ Simulator: The Squad,2022-05-25,152,669,118,787,80.31,8
Autonauts vs Piratebots,2022-07-28,763,276,42,318,80.31,25
RC Rush,2022-01-28,6,30,1,31,80.3,0
Path of Ra,2022-12-05,12,30,1,31,80.3,1
False Skies,2022-11-30,11,30,1,31,80.3,2
Scoop Kick!,2022-02-11,6,30,1,31,80.3,0
Sokobalien,2022-08-01,9,30,1,31,80.3,0
World Cruise Story,2022-10-31,32,30,1,31,80.3,1
東方蒼神縁起V -The genius of sappheiros-,2022-10-31,45,30,1,31,80.3,12
hololive ERROR,2022-09-16,171,324,51,375,80.29,4
寂夜微光 - A Flicker of Light,2022-03-09,10,105,12,117,80.29,0
Palallel,2022-05-27,16,38,2,40,80.29,2
Tough Law,2022-01-20,5,38,2,40,80.29,0
Shadow Heroes,2022-10-11,11,38,2,40,80.29,0
Die Känguru-Verschwörung,2022-12-25,11,38,2,40,80.29,0
The Elder Scrolls: Arena,2022-04-26,299,1124,211,1335,80.28,26
Wanderer,2022-01-27,141,587,102,689,80.28,9
Wanderer,2022-01-27,141,587,102,689,80.28,0
Wanderer,2022-06-28,4,18,7,25,63.75,9
Wanderer,2022-06-28,4,18,7,25,63.75,0
Robotry!,2022-10-26,5,21,0,21,80.28,0
Lost Sunday Comics,2022-03-04,2,21,0,21,80.28,0
MerFight,2022-03-31,16,21,0,21,80.28,2
Wonderputt Forever,2022-12-02,6,21,0,21,80.28,0
Chefy-Chef,2022-05-06,4,21,0,21,80.28,0
IKUSAAAAAAAN!,2022-02-26,6,21,0,21,80.28,0
The Battle Never Ends,2022-03-04,2,21,0,21,80.28,0
Dogs Cyberpuzzle,2022-06-17,3,21,0,21,80.28,0
I commissioned some bees 4,2022-07-28,6,21,0,21,80.28,0
Tux and Fanny,2022-09-08,4,21,0,21,80.28,0
 Elf World Adventure: Part 1,2022-03-15,70,264,40,304,80.26,1
Ghost Trap,2022-07-26,39,73,7,80,80.26,0
Nordic Ashes,2022-12-15,2978,1368,263,1631,80.22,854
Kawaii Hentai Girls 3,2022-08-19,17,66,6,72,80.21,0
Cyrah's Ascent,2022-06-04,31,180,25,205,80.2,0
Paint Warfare,2022-03-06,54,598,105,703,80.19,25
Cyanotype Daydream -The Girl Who Dreamed the World-,2022-02-09,206,321,51,372,80.19,8
Into the Nightmare,2022-12-03,330,110,13,123,80.19,7
Little Inner Monsters,2022-06-20,13,45,3,48,80.19,0
The Princess of the Tower Wants a Hero,2022-12-06,8,45,3,48,80.19,0
Project Beril / 贝丽尔养成计划,2022-10-28,28,59,5,64,80.18,0
On the Wings - Birth of a Hero,2022-09-08,3,59,5,64,80.18,0
The Eternal Cylinder,2022-10-13,277,310,49,359,80.17,20
Kovox Pitch,2022-01-17,16,52,4,56,80.17,0
兽设格斗前传：上,2022-03-31,7,52,4,56,80.17,0
Convenient,2022-09-23,12,52,4,56,80.17,0
Summoners War: Chronicles,2022-11-10,38641,5927,1266,7193,80.16,"25,306"
IMMORTALITY,2022-08-30,399,833,153,986,80.16,15
The Gunk,2022-04-29,165,414,69,483,80.16,3
Madshot,2022-06-09,68,103,12,115,80.11,0
Isekai Succubus ~My Genderbent Saga in Another World~,2022-01-15,77,109,13,122,80.1,4
Cardfight!! Vanguard Dear Days,2022-11-16,1587,593,105,698,80.09,103
Totemlands,2022-05-02,6,37,2,39,80.09,0
Valor,2022-11-03,6,37,2,39,80.09,0
Valor,2022-11-03,6,37,2,39,80.09,0
Valor,2021-08-03,6,12,8,20,56.0,0
Valor,2021-08-03,6,12,8,20,56.0,0
Raspberry Cube,2022-11-04,19,37,2,39,80.09,2
Pinku Kult Hex Mortis,2022-05-31,9,29,1,30,80.07,0
Chroma Chronicles,2022-06-08,17,29,1,30,80.07,0
Video Game Fables,2022-07-15,8,29,1,30,80.07,1
Roxy Raccoon's Pinball Panic,2022-03-15,4,29,1,30,80.07,1
I commissioned some bees 3,2022-07-12,8,29,1,30,80.07,2
The Resurrection Of Amelia : Across two worlds,2022-09-30,8,29,1,30,80.07,0
King Of Water,2022-11-05,5,29,1,30,80.07,0
SokoFrog,2022-12-15,6,29,1,30,80.07,0
Flower girl 2,2022-07-21,393,1557,307,1864,80.06,3
BLACKTAIL,2022-12-15,516,684,124,808,80.04,33
Krai. Digital-poetry vol. 1,2022-01-17,17,126,16,142,80.04,0
Stranded Nightmare,2022-10-19,9,58,5,63,80.04,0
Half-Earth Socialism,2022-07-19,168,450,77,527,80.03,1
Battle Bands,2022-03-17,108,120,15,135,80.03,0
Hot Spring Hero,2022-04-09,201,114,14,128,80.02,4
Archmage Ricka,2022-11-04,60,96,11,107,80.02,1
Illuminaria,2022-08-04,13,44,3,47,80.02,2
Eschaton,2022-11-03,4,44,3,47,80.02,0
Pocket Clothier,2022-07-25,32,44,3,47,80.02,1
Miss Kobayashi's Dragon Maid,2022-10-26,15,44,3,47,80.02,0
Bengan Yes,2022-12-28,108,44,3,47,80.02,0
少女的求生之路,2022-07-26,16,102,12,114,80.01,3
黎明为歌 - Melody before the Dawn,2022-03-12,13,51,4,55,80.01,0
The Mensional,2022-04-21,64,51,4,55,80.01,0
Void Prison,2022-05-19,8,51,4,55,80.01,0
Terra Invicta,2022-09-26,9826,3405,714,4119,80.0,539
Journey to the West,2022-03-10,819,692,126,818,80.0,60
Nevergrind Online,2022-06-09,1184,474,82,556,80.0,22
Cheese Runner,2022-07-14,5,20,0,20,80.0,0
Get Your Sheep Together,2022-04-02,3,20,0,20,80.0,0
Lucky Fish Bread,2022-02-10,6,20,0,20,80.0,0
Deadland 4000,2022-10-07,11,20,0,20,80.0,0
Satan's Puzzle 2,2022-05-04,3,20,0,20,80.0,0
THE DREADFUL SPACE,2022-04-30,4,20,0,20,80.0,0
Herald of Havoc,2022-12-21,4,20,0,20,80.0,0
Updog,2022-07-19,4,20,0,20,80.0,0
Philosophical Jigsaw - The Zen Koans,2022-06-01,3,20,0,20,80.0,1
明日、初めて彼女と❤,2022-08-11,21,20,0,20,80.0,0
Moorhuhn X - Crazy Chicken X,2022-10-08,9,20,0,20,80.0,2
Cube Farmer,2022-08-26,4,20,0,20,80.0,0
Garbanzo Quest,2022-09-16,4,20,0,20,80.0,0
RunBean Galactic,2022-09-13,3,20,0,20,80.0,0
Kind Heart Defenders,2022-12-21,5,20,0,20,80.0,0
Cats and Sokoban - Mimi's Scratcher,2022-12-16,4,20,0,20,80.0,0
Tiny Tactics,2022-08-05,1468,468,81,549,79.97,21
Sunday Gold,2022-10-13,193,346,57,403,79.97,10
Asterigos: Curse of the Stars,2022-10-11,1672,1513,300,1813,79.96,136
11号小镇综合症,2022-07-10,13,64,6,70,79.95,0
Little Witch Nobeta,2022-09-29,3707,8717,1929,10646,79.93,30
互联网原住民Internet Generation,2022-10-20,1070,966,184,1150,79.93,1
Almost Home Now,2022-05-26,26,491,86,577,79.92,0
South of the Circle,2022-08-03,123,593,107,700,79.89,5
Japanese Rail Sim: Journey to Kyoto,2022-06-22,11,70,7,77,79.89,0
Super Galaxy Ball,2022-10-24,35,70,7,77,79.89,0
UnHappy Place,2022-08-27,10,57,5,62,79.89,0
武林鸡侠传,2022-12-23,59,36,2,38,79.89,0
Penny for Your Thoughts,2022-03-01,5,36,2,38,79.89,0
Colors! Platform,2022-07-22,11,36,2,38,79.89,0
Daigaku Gurashi,2022-09-01,20,36,2,38,79.89,6
Rogue Tower,2022-01-28,4318,3656,777,4433,79.88,460
Escape Memoirs: Mansion Heist,2022-06-16,60,158,22,180,79.88,9
The Passenger,2022-12-29,99,76,8,84,79.85,1
Touken Ranbu Warriors,2022-05-24,94,112,14,126,79.84,3
Orgynizer,2022-10-12,11,50,4,54,79.84,0
Archtower,2022-09-30,21,50,4,54,79.84,0
True Idle Simulator,2022-09-16,26,50,4,54,79.84,16
GOR3,2022-12-01,7,106,13,119,79.83,0
Lunar Axe,2022-07-11,17,82,9,91,79.83,0
Attack at Dawn: North Africa,2022-06-07,26,43,3,46,79.83,0
Naval Hurricane,2022-11-16,15,43,3,46,79.83,1
Map Of Materials,2022-03-11,10,43,3,46,79.83,0
TitTok 3,2022-10-10,6,43,3,46,79.83,0
SOWON,2022-10-28,10,43,3,46,79.83,0
Hentai Sexy Nurses,2022-10-15,9,43,3,46,79.83,0
For a Vast Future,2022-11-01,8,28,1,29,79.83,0
DR4X,2022-01-15,3,28,1,29,79.83,0
Bee: The Knight,2022-06-11,8,28,1,29,79.83,0
Moon Dancer,2022-01-14,8,28,1,29,79.83,0
Aery - Calm Mind 2,2022-03-29,7,28,1,29,79.83,0
SEARCH ALL - CACTUSES,2022-03-01,3,28,1,29,79.83,0
Meowtopia: Expedition,2022-05-24,7,28,1,29,79.83,0
Closer To Home,2022-10-20,4,28,1,29,79.83,0
Land of the Vikings,2022-11-08,1134,806,152,958,79.81,161
Lighthouse Keeper,2022-08-23,71,238,37,275,79.81,2
Lighthouse Keeper,2022-08-23,71,238,37,275,79.81,0
Lighthouse Keeper,2020-11-22,4,139,43,182,70.88,2
Lighthouse Keeper,2020-11-22,4,139,43,182,70.88,0
魂之起源 God Souls,2022-12-02,15,63,6,69,79.81,0
建筑吧公司,2022-04-27,187,232,36,268,79.78,0
Frogun,2022-08-02,123,258,41,299,79.77,5
GOODBYE WORLD,2022-11-16,112,450,79,529,79.76,0
Forest Camp Story,2022-11-28,112,69,7,76,79.76,2
Beach Invasion 1944,2022-12-02,196,420,73,493,79.75,13
WW2 Rebuilder: Germany Prologue,2022-07-26,360,309,51,360,79.75,1
Dodge It! 2,2022-01-28,21,145,20,165,79.75,0
Cheese Game,2022-05-30,24,172,25,197,79.72,0
A Musical Story,2022-03-04,25,139,19,158,79.72,1
Poop Clicker,2022-03-26,2011,313,52,365,79.71,4
赠予神家与谎言,2022-08-26,22,87,10,97,79.71,0
Mini Matches,2022-03-21,7,19,0,19,79.71,0
Learn Japanese RPG: Hiragana Forbidden Speech,2022-10-21,5,19,0,19,79.71,0
Bistro Days,2022-02-25,8,19,0,19,79.71,0
Portal Mortal,2022-04-01,13,19,0,19,79.71,0
Cheaphaven,2022-07-22,5,19,0,19,79.71,1
On Your Hands,2022-04-16,7,19,0,19,79.71,0
One by One,2022-08-15,11,19,0,19,79.71,0
Constellations: Puzzles in the Sky,2022-05-25,4,19,0,19,79.71,0
Garbage Pail Kids: Mad Mike and the Quest for Stale Gum,2022-10-25,11,19,0,19,79.71,0
Pillars of Light,2022-09-29,4,19,0,19,79.71,0
Dragon Caffi,2022-04-21,5,19,0,19,79.71,0
Endless Bullet Heaven,2022-05-10,4,19,0,19,79.71,0
Loop,2022-07-04,3,19,0,19,79.71,0
Loop,2022-07-04,3,19,0,19,79.71,0
Loop,2020-11-24,4,81,18,99,73.86,0
Loop,2020-11-24,4,81,18,99,73.86,0
I commissioned some bees 5,2022-08-18,8,19,0,19,79.71,0
The Asafo Journey,2022-10-14,2,19,0,19,79.71,0
The Shadow Over Route 80,2022-11-23,4,19,0,19,79.71,0
Dune: Spice Wars,2022-04-26,8397,5943,1315,7258,79.69,378
The Cabin - Summer Vacation,2022-09-21,49,49,4,53,79.68,54
One Line: Letters and Codes,2022-03-10,3,35,2,37,79.68,0
MewMew - PewPew,2022-05-21,7,35,2,37,79.68,0
Furry Sex - GameDev Story 🎮,2022-10-05,28,35,2,37,79.68,0
i love me i love me not,2022-10-22,3,35,2,37,79.68,0
Mechs V Kaijus,2022-02-17,197,367,63,430,79.66,5
Demolish & Build 3: Excavator Playground,2022-08-19,54,110,14,124,79.66,6
Not Tonight 2,2022-02-11,172,203,31,234,79.65,4
Maptroid: Worlds,2022-12-12,29,42,3,45,79.65,0
Deathsmiles I・II,2022-06-22,31,42,3,45,79.65,1
The Underground Man 2,2022-09-29,108,104,13,117,79.64,0
THE KING OF FIGHTERS XV,2022-02-17,8226,4707,1035,5742,79.61,671
Crypto Miner Tycoon Simulator,2022-04-21,62,86,10,96,79.6,9
Entity Researchers: Prologue,2022-08-19,149,74,8,82,79.6,0
Nayuta no Kiseki: KAI,2022-05-25,75,55,5,60,79.58,4
Harvest Hero Origins,2022-02-08,5,27,1,28,79.58,0
Hats Are Not Allowed,2022-04-22,3,27,1,28,79.58,0
Blacken Slash,2022-07-22,10,27,1,28,79.58,0
Shadow Fate,2022-04-05,6,27,1,28,79.58,0
Eden's Last Sunrise,2022-12-02,18,27,1,28,79.58,1
Trigger Witch,2022-05-27,13,27,1,28,79.58,0
Twin Edge,2022-06-27,8,27,1,28,79.58,0
Murder Is Game Over,2022-10-25,3,27,1,28,79.58,0
Seven Deadly Dates,2022-07-08,13,27,1,28,79.58,0
Race to Kyiv,2022-05-12,3,27,1,28,79.58,0
Escape: The Endless Dogwatch,2022-08-24,5,27,1,28,79.58,0
Morris Cave,2022-09-02,6,27,1,28,79.58,0
This is Hell,2022-11-01,28,27,1,28,79.58,0
甜點王子2,2022-05-31,236,109,14,123,79.57,12
Disaster Band,2022-12-20,150,294,49,343,79.56,17
LAY,2022-06-21,56,258,42,300,79.54,5
Heroine Anthem Zero 2,2022-02-22,197,519,95,614,79.53,4
Impasto,2022-11-03,25,131,18,149,79.53,0
Peglin,2022-04-25,3764,6253,1404,7657,79.52,381
집착의 망자 - 집으로부터의 탈출,2022-05-20,37,61,6,67,79.52,0
TRAIL OUT,2022-09-07,496,1562,322,1884,79.51,15
Beautiful Mystic Defenders,2022-01-06,208,322,55,377,79.48,6
Please Fix The Road,2022-06-10,68,163,24,187,79.48,1
Catgirls From My Sweet Dream,2022-12-07,54,85,10,95,79.48,0
World of Contraptions,2022-03-24,56,73,8,81,79.48,1
精神病大王花,2022-02-14,43,152,22,174,79.47,0
Yag,2022-03-26,14,34,2,36,79.46,0
Velocity Noodle,2022-01-21,5,34,2,36,79.46,0
残世界的鸢尾花,2022-11-14,9,34,2,36,79.46,0
A Jornada de Vanildo,2022-05-09,4,34,2,36,79.46,0
Raisond'etre,2022-04-26,8,34,2,36,79.46,0
ISOLATE,2022-03-08,5,34,2,36,79.46,0
Curley Laboratory,2022-04-19,10,34,2,36,79.46,0
My Trainer is a Futanari,2022-07-17,6,34,2,36,79.46,0
Survive Till Morning,2022-11-29,12,34,2,36,79.46,0
Pathmaster,2022-10-23,8,41,3,44,79.45,0
Prop and Seek,2022-11-19,984,3622,795,4417,79.44,126
Pacifish,2022-06-07,1916,438,79,517,79.43,33
Spirits of Baciu - Prologue,2022-11-10,19,96,12,108,79.42,0
Friendsim 2,2022-04-13,53,54,5,59,79.42,0
The Hotel,2022-11-17,9,54,5,59,79.42,0
The Hotel,2022-11-17,9,54,5,59,79.42,0
The Hotel,2022-06-17,8,63,11,74,75.56,0
The Hotel,2022-06-17,8,63,11,74,75.56,0
Lost Marbles,2022-11-18,5,18,0,18,79.39,0
Lost Marbles,2022-11-18,5,18,0,18,79.39,0
Lost Marbles,2014-05-30,311,36,12,48,67.25,0
Lost Marbles,2014-05-30,311,36,12,48,67.25,0
Elevenses: The Flask,2022-11-28,4,18,0,18,79.39,0
Corpse Box Racers,2022-12-20,5,18,0,18,79.39,0
Moondrop,2022-08-12,7,18,0,18,79.39,1
Spaceship for Newbies,2022-05-13,4,18,0,18,79.39,0
Cat Powered UFO,2022-05-04,4,18,0,18,79.39,0
Cassiodora,2022-12-15,6,18,0,18,79.39,0
Teamkill,2022-02-17,12,18,0,18,79.39,0
The Sink Gods,2022-02-11,3,18,0,18,79.39,0
Zoo Seeker,2022-01-27,6,18,0,18,79.39,0
Ancient Islands,2022-10-26,6,18,0,18,79.39,0
Synchronizacja,2022-01-21,5,18,0,18,79.39,0
Gelatine,2022-09-30,3,18,0,18,79.39,0
Di-Da-Dobble,2022-02-16,4,18,0,18,79.39,0
Pretty Girls Speed,2022-02-25,3,18,0,18,79.39,0
MeteoHeroes,2022-02-28,12,18,0,18,79.39,0
Boom Bears on Stream,2022-02-11,7,18,0,18,79.39,1
Golden Rails: Road To Klondike,2022-02-24,25,18,0,18,79.39,3
Barry of Wrath,2022-03-04,5,18,0,18,79.39,0
Chico and the Magic Orchards,2022-08-08,4,18,0,18,79.39,0
Terra Flame,2022-11-17,8,18,0,18,79.39,0
Melon Dusk,2022-04-15,2,18,0,18,79.39,0
Pogo Stick Miooooooon,2022-04-15,8,18,0,18,79.39,0
The Last Tater,2022-05-19,12,18,0,18,79.39,0
Jishogi,2022-06-23,3,18,0,18,79.39,0
Death's Playground,2022-10-25,8,18,0,18,79.39,0
Nonozle,2022-08-12,8,18,0,18,79.39,3
Mech Shuffle,2022-07-29,4,18,0,18,79.39,0
Kiss the Demiurge,2022-12-02,5,18,0,18,79.39,0
Unscramble Heroes,2022-10-02,29,18,0,18,79.39,0
Early Worm,2022-11-10,2,18,0,18,79.39,0
Prehistoric Kingdom,2022-04-27,2520,1488,309,1797,79.37,56
Citizens: Far Lands,2022-07-15,75,84,10,94,79.37,4
Zenith MMO,2022-01-27,4629,3003,656,3659,79.36,41
Turbo Sliders Unlimited,2022-04-27,80,66,7,73,79.35,4
Moonstuck,2022-04-14,27,123,17,140,79.32,0
Notes From Province,2022-08-13,25,47,4,51,79.32,5
Gravity Ace,2022-05-26,4,26,1,27,79.32,0
Kukoos - Lost Pets,2022-12-06,6,26,1,27,79.32,0
Otteretto,2022-01-29,7,26,1,27,79.32,1
Boat Crew,2022-08-01,7,26,1,27,79.32,0
Snowyland,2022-01-14,2,26,1,27,79.32,0
Siege of Treboulain,2022-04-14,35,26,1,27,79.32,0
Notebook Entries Vol. 1,2022-11-11,3,26,1,27,79.32,0
All the Words She Wrote,2022-03-08,8,26,1,27,79.32,0
Gravitar: Recharged,2022-06-02,5,26,1,27,79.32,0
Through the Kill Screen,2022-04-20,8,26,1,27,79.32,0
Mr.Brocco & Co,2022-09-10,11,26,1,27,79.32,0
Crystal Winter,2022-12-17,108,26,1,27,79.32,0
Christmas Luge,2022-12-23,4,26,1,27,79.32,0
Hentai Christmas,2022-12-24,8,26,1,27,79.32,1
SCP: 5K - Alpha Testing,2022-02-22,497,2946,645,3591,79.31,72
Bean Stalker,2022-06-06,28,171,26,197,79.31,8
Last Days of Lazarus,2022-06-22,20,89,11,100,79.28,0
FLERP,2022-09-09,252,242,40,282,79.27,0
Immortal Tactics: War of the Eternals,2022-07-15,28,83,10,93,79.25,0
To Make a Game,2022-02-12,3,53,5,58,79.25,0
Kitty May Cry,2022-11-14,34,53,5,58,79.25,0
Riftbound,2022-05-12,30,40,3,43,79.25,1
Rasetsu Fumaden,2022-08-13,19,40,3,43,79.25,1
Bad Faith,2022-02-04,8,40,3,43,79.25,0
INCUR Survival,2022-12-13,37,40,3,43,79.25,8
No Place Like Home,2022-03-17,1344,2540,554,3094,79.24,57
Pocket Stables,2022-09-26,231,77,9,86,79.23,19
风色幻想6:冒险奏鸣,2022-08-09,82,77,9,86,79.23,11
ZOR: Pilgrimage of the Slorfs,2022-08-30,33,33,2,35,79.23,0
Move 78,2022-08-03,6,33,2,35,79.23,0
DnD Adventure: Wizard's Choice,2022-06-15,9,33,2,35,79.23,2
Outside the Window,2022-09-15,6,33,2,35,79.23,0
How To Bathe Your Cat: Impossible Mission,2022-01-20,5,33,2,35,79.23,0
Chronescher,2022-08-31,8,33,2,35,79.23,0
The Chaput's Baby,2022-09-26,4,33,2,35,79.23,0
Fit Puzzle Blocks,2022-09-20,5,33,2,35,79.23,2
Tile Town,2022-10-13,8,33,2,35,79.23,0
Warlocks Quarry,2022-08-31,15,59,6,65,79.22,0
The Trench,2022-10-12,4,65,7,72,79.21,1
No More Heroes 3,2022-10-11,241,290,50,340,79.19,5
Aquarist,2022-03-08,146,362,65,427,79.17,14
Hyperbolica,2022-03-14,591,848,170,1018,79.16,1
NEON STRUCT: Desperation Column,2022-01-20,7,46,4,50,79.14,0
Dolmenjord - Viking Islands,2022-11-17,12,46,4,50,79.14,0
Roll Player,2022-05-20,26,46,4,50,79.14,4
轮回修仙路,2022-12-02,1851,921,187,1108,79.11,170
Buriedbornes - Dungeon RPG,2022-12-14,993,585,113,698,79.1,38
Annie and the Art Gallery,2022-04-12,19,115,16,131,79.1,3
The Manga Works,2022-07-25,272,115,16,131,79.1,9
体育館の天井に挟まったマッチョを助けるゲーム,2022-06-28,27,76,9,85,79.1,0
Crush the Castle Legacy Collection,2022-03-29,28,70,8,78,79.08,2
Last Night of Winter,2022-08-09,11,52,5,57,79.08,0
